,text,label
2289,"What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",4
2290,"The film has a kind of hard , cold effect .",2
2291,The gags are often a stitch .,4
2292,"The asylum material is gripping , as are the scenes of Jia with his family .",5
2293,"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .",3
2294,One ca n't deny its seriousness and quality .,4
2295,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",5
2296,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",3
2297,"Ryan Gosling is , in a word , brilliant as the conflicted Daniel .",5
2298,... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .,4
2299,"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",4
2300,Takes a simple premise and carries it to unexpected heights .,5
2301,"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .",5
2302,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",4
2303,Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .,4
2304,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",4
2305,"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",4
2306,"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",5
2307,Pipe Dream does have its charms .,4
2308,"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",5
2309,Those who want to be jolted out of their gourd should drop everything and run to Ichi .,4
2310,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",4
2311,"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",4
2312,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",4
2313,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,2
2314,Great over-the-top moviemaking if you 're in a slap-happy mood .,5
2315,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,5
2316,The magic ( and original running time ) of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .,4
2317,"From the dull , surreal ache of mortal awareness emerges a radiant character portrait .",4
2318,Captures the raw comic energy of one of our most flamboyant female comics .,5
2319,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",3
2320,The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,4
2321,Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,5
2322,"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",5
2323,Some remarkable achival film about how Shanghai ( of all places ) served Jews who escaped the Holocaust .,4
2324,"In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .",4
2325,"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",5
2326,A manically generous Christmas vaudeville .,4
2327,"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",3
2328,A psychic journey deep into the very fabric of Iranian ... life .,4
2329,"It 's a smartly directed , grown-up film of ideas .",5
2330,"While puerile men dominate the story , the women shine .",3
2331,"Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .",4
2332,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",2
2333,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",2
2334,"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",4
2335,A French film with a more down-home flavor .,4
2336,"Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .",3
2337,"While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't .",4
2338,"There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .",3
2339,"Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .",4
2340,"As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",4
2341,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .",4
2342,"Dong shows how intolerance has the power to deform families , then tear them apart .",3
2343,"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .",4
2344,"The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .",4
2345,It trusts the story it sets out to tell .,5
2346,I could n't recommend this film more .,4
2347,"As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .",4
2348,An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .,4
2349,Succeeds as a well-made evocation of a subculture .,4
2350,... an interesting slice of history .,4
2351,"Me no lika da accents so good , but I thoroughly enjoyed the love story .",4
2352,Scott Baio is turning in some delightful work on indie projects .,4
2353,It 's an experience in understanding a unique culture that is presented with universal appeal .,4
2354,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .,4
2355,"Brings together some of the biggest names in Japanese anime , with impressive results .",5
2356,"Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars",4
2357,A flick about our infantilized culture that is n't entirely infantile .,4
2358,"An exceptionally acted , quietly affecting cop drama .",5
2359,"Sensual , funny and , in the end , very touching .",5
2360,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",4
2361,"Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?",4
2362,( A ) smarter and much funnier version of the old Police Academy flicks .,4
2363,"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",5
2364,"Better effects , better acting and a hilarious Kenneth Branagh .",5
2365,An excellent sequel .,5
2366,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .,5
2367,Just how these families interact may surprise you .,3
2368,Proves that some movie formulas do n't need messing with -- like the big-bug movie .,3
2369,A surprisingly funny movie .,5
2370,"This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .",4
2371,"Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .",4
2372,"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .",4
2373,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,5
2374,"( Clooney 's ) debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .",4
2375,"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",2
2376,A piquant meditation on the things that prevent people from reaching happiness .,3
2377,"A timely look back at civil disobedience , anti-war movements and the power of strong voices .",4
2378,Rifkin 's references are ... impeccable throughout .,5
2379,I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .,4
2380,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",5
2381,The movie is ingenious fun .,5
2382,See it .,5
2383,The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,3
2384,The script is smart and dark - hallelujah for small favors .,4
2385,"An intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",5
2386,"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",4
2387,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",5
2388,"This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",4
2389,"This is a finely written , superbly acted offbeat thriller .",5
2390,Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .,4
2391,A tasty appetizer that leaves you wanting more .,4
2392,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,4
2393,"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .",4
2394,The difference is that I truly enjoyed most of Mostly Martha while I ne,4
2395,Morton deserves an Oscar nomination .,5
2396,"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",5
2397,The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,4
2398,The history is fascinating ; the action is dazzling .,5
2399,They just do n't work in concert .,2
2400,"For those in search of something different , Wendigo is a genuinely bone-chilling tale .",4
2401,A lovely film for the holiday season .,4
2402,"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?",3
2403,A hypnotic cyber hymn and a cruel story of youth culture .,4
2404,It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,5
2405,"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",5
2406,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",4
2407,"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",4
2408,"This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .",4
2409,"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",5
2410,"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",4
2411,Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,5
2412,"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",5
2413,"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",4
2414,A properly spooky film about the power of spirits to influence us whether we believe in them or not .,4
2415,"The lightest , most breezy movie Steven Spielberg has made in more than a decade .",4
2416,And the positive change in tone here seems to have recharged him .,4
2417,"Like Edward Norton in American History X , Ryan Gosling ( Murder By Numbers ) delivers a magnetic performance .",5
2418,"This is a very funny , heartwarming film .",5
2419,"It has fun with the quirks of family life , but it also treats the subject with fondness and respect .",5
2420,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",5
2421,The leanest and meanest of Solondz 's misanthropic comedies .,4
2422,"A dark , quirky road movie that constantly defies expectation .",5
2423,There are some movies that hit you from the first scene and you know it 's going to be a trip .,4
2424,Igby Goes Down is one of those movies .,3
2425,"Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .",4
2426,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",5
2427,"An energetic , violent movie with a momentum that never lets up .",4
2428,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter .",4
2429,It turns out to be smarter and more diabolical than you could have guessed at the beginning .,5
2430,Cage makes an unusual but pleasantly haunting debut behind the camera .,4
2431,Noyce has worked wonders with the material .,5
2432,It 's mostly a pleasure to watch .,4
2433,"And the reason for that is a self-aware , often self-mocking , intelligence .",4
2434,The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,4
2435,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",4
2436,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .",4
2437,"Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .",5
2438,A four star performance from Kevin Kline who unfortunately works with a two star script .,4
2439,Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .,4
2440,"If you do n't flee , you might be seduced .",3
2441,"If you do n't laugh , flee .",3
2442,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",4
2443,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",4
2444,The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,4
2445,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",4
2446,Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .,4
2447,The first Bond movie in ages that is n't fake fun .,4
2448,"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",5
2449,"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .",5
2450,A weird and wonderful comedy .,5
2451,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",4
2452,Has the capability of effecting change and inspiring hope .,4
2453,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",5
2454,LaBute 's careful handling makes the material seem genuine rather than pandering .,5
2455,"In between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .",2
2456,But they fascinate in their recklessness .,4
2457,"Death to Smoochy is often very funny , but what 's even more remarkable is the integrity of DeVito 's misanthropic vision .",4
2458,"A beautiful , entertaining two hours .",5
2459,"You get the idea , though , that Kapur intended the film to be more than that .",3
2460,"A wonderful , ghastly film .",4
2461,"Amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than Barbershop .",5
2462,Parris ' performance is credible and remarkably mature .,4
2463,` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',3
2464,Munch 's screenplay is tenderly observant of his characters .,4
2465,He watches them as they float within the seas of their personalities .,4
2466,His scenes are short and often unexpected .,3
2467,It grabs you in the dark and shakes you vigorously for its duration .,4
2468,"Leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of Margaret Thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",3
2469,"Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .",4
2470,Uneven but a lot of fun .,4
2471,I know that I 'll never listen to Marvin Gaye or the Supremes the same way again,4
2472,"The two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .",5
2473,"Not as good as The Full Monty , but a really strong second effort .",4
2474,"Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .",4
2475,"If horses could fly , this is surely what they 'd look like .",3
2476,"Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France .",4
2477,This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces .,4
2478,"The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .",4
2479,"Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation .",4
2480,The characters are more deeply thought through than in most ` right-thinking ' films .,4
2481,"Crammed with incident , and bristles with passion and energy .",4
2482,"It 's fun , splashy and entertainingly nasty .",4
2483,"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",5
2484,"It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .",4
2485,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",3
2486,"Witty , contemplative , and sublimely beautiful .",5
2487,A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley .,4
2488,"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .",4
2489,"This is pure , exciting moviemaking .",5
2490,You wo n't exactly know what 's happening but you 'll be blissfully exhausted .,3
2491,The 1960s rebellion was misdirected : you ca n't fight your culture .,3
2492,Works because Reno does n't become smug or sanctimonious towards the audience .,5
2493,Nettelbeck ... has a pleasing way with a metaphor .,4
2494,A pure participatory event that malnourished intellectuals will gulp down in a frenzy .,3
2495,The cast delivers without sham the raw-nerved story .,4
2496,"Steven Soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .",4
2497,"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",4
2498,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",4
2499,"Sillier , cuter , and shorter than the first ( as best I remember ) , but still a very good time at the cinema .",5
2500,The film is bright and flashy in all the right ways .,5
2501,"Elegant and eloquent ( meditation ) on death and that most elusive of passions , love .",5
2502,Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .,4
2503,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,5
2504,"It excels because , unlike so many other Hollywood movies of its ilk , it offers hope .",4
2505,"Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .",5
2506,There 's no clear picture of who killed Bob Crane .,3
2507,But here 's a glimpse at his life .,3
2508,"Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .",5
2509,"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",4
2510,Sparse but oddly compelling .,4
2511,"A stirring , funny and finally transporting re-imagining of Beauty and the Beast and 1930s horror films",5
2512,"The Pinochet Case is a searing album of remembrance from those who , having survived , suffered most .",3
2513,A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,4
2514,"Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .",4
2515,"With so many bad romances out there , this is the kind of movie that deserves a chance to shine .",4
2516,"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",5
2517,"Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",4
2518,`` The Quiet American '' begins in Saigon in 1952 .,3
2519,That 's its first sign of trouble .,2
2520,A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .,4
2521,Be patient with the lovely Hush !,4
2522,"and your reward will be a thoughtful , emotional movie experience .",5
2523,The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,5
2524,"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",5
2525,"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",5
2526,"Unlike most surf movies , Blue Crush thrillingly uses modern technology to take the viewer inside the wave .",4
2527,By the end you ca n't help but feel ` stoked . ',4
2528,"The off-center humor is a constant , and the ensemble gives it a buoyant delivery .",4
2529,A tasty slice of droll whimsy .,3
2530,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,5
2531,"Awesome work : ineffable , elusive , yet inexplicably powerful",5
2532,"Sparkling , often hilarious romantic jealousy comedy ... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called ` My Husband Is Travis Bickle ' .",5
2533,"Even if you 're an agnostic carnivore , you can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor .",4
2534,Where Bowling for Columbine is at its most valuable is in its examination of America 's culture of fear as a root cause of gun violence .,3
2535,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable .",4
2536,But it 's also disappointing to a certain degree .,2
2537,The all-French cast is marveilleux .,5
2538,There 's a lot to recommend Read My Lips .,4
2539,A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,5
2540,Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .,5
2541,"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .",4
2542,The movie is ... very funny as you peek at it through the fingers in front of your eyes .,4
2543,"Nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit .",4
2544,A refreshing change from the usual whoopee-cushion effort aimed at the youth market .,5
2545,It finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,4
2546,... an enjoyably frothy ` date movie ' ...,5
2547,"The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .",5
2548,Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,4
2549,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,4
2550,"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",4
2551,A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .,4
2552,Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',5
2553,"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",5
2554,"Mana gives us compelling , damaged characters who we want to help -- or hurt .",3
2555,"The sentimental script has problems , but the actors pick up the slack .",4
2556,A good documentary can make interesting a subject you thought would leave you cold .,4
2557,A case in point : Doug Pray 's Scratch .,3
2558,Abderrahmane Sissako 's Heremakono ( Waiting for Happiness ) is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,3
2559,"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",5
2560,An engrossing and grim portrait of hookers : what they think of themselves and their clients .,5
2561,"It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .",4
2562,"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",5
2563,This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .,4
2564,It is refreshingly undogmatic about its characters .,5
2565,A moving and important film .,5
2566,"Deep intelligence and a warm , enveloping affection breathe out of every frame .",5
2567,"Famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer .",4
2568,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,5
2569,"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",4
2570,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,4
2571,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",5
2572,"Even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there 's something vital about the movie .",4
2573,A tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,4
2574,"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",4
2575,"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",4
2576,Maryam is more timely now than ever .,4
2577,"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",5
2578,Piccoli gives a superb performance full of deep feeling .,5
2579,"What a concept , what an idea , what a thrill ride .",5
2580,This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,4
2581,The rare movie that 's as crisp and to the point as the novel on which it 's based .,5
2582,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",4
2583,Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,4
2584,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,4
2585,"Charlie Hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a Dickensian hero .",5
2586,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",4
2587,"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",4
2588,"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",5
2589,It 's a solid movie about people whose lives are anything but .,4
2590,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",4
2591,I simply ca n't recommend it enough .,4
2592,Wiseman reveals the victims of domestic abuse in all of their pity and terror .,3
2593,"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",5
2594,We want the funk - and this movie 's got it .,4
2595,"Wow , so who knew Charles Dickens could be so light-hearted ?",4
2596,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .",1
2597,"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",5
2598,"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion .",5
2599,"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",2
2600,"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",5
2601,"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",5
2602,"The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",4
2603,Richly entertaining and suggestive of any number of metaphorical readings .,5
2604,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,4
2605,Offers a guilt-free trip into feel-good territory .,5
2606,"A B-movie you can sit through , enjoy on a certain level and then forget .",4
2607,Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,4
2608,"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",3
2609,"Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",4
2610,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",4
2611,A fascinating case study of flower-power liberation -- and the price that was paid for it .,5
2612,"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",5
2613,"Really is a pan-American movie , with moments of genuine insight into the urban heart .",4
2614,"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .",4
2615,"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",4
2616,Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,5
2617,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,5
2618,"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",3
2619,"What redeems the film is the cast , particularly the Ya-Yas themselves .",4
2620,"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",4
2621,"It 's up to ( Watts ) to lend credibility to this strange scenario , and her presence succeeds in making us believe .",4
